id,classification,categories,text
KA-02336,submittable,311-48|311-50|311-47,Solid Waste Transfer Station Complaint. Report a condition at a private solid waste transfer station.
KA-02337,informational,311-42|311-37|311-25|311-33|311-36,"Camp. Learn about summer camps, day camps, and overnight camps. Report a problem with a camp."
KA-02339,submittable,311-95|311-94,"Child Care Permit and Operation. Learn more about day care center licensing, operation, and conditions."
KA-02340,informational,311-23|311-22,"EBT Card Assistance. Get help with your EBT card, including replacing lost or stolen cards, getting card balance and account history, and updating PINs."
KA-02341,submittable,311-35|311-81|311-110,Speed Camera Complaint. Report a damaged or defective speed camera.
KA-02342,submittable,311-35|311-81|311-110,Bus Lane Camera Complaint. Report a damaged or defective bus lane camera.
KA-02343,submittable,311-114|311-81|311-110,Red Light Camera Complaint. Report a damaged or defective red light camera.
KA-02344,informational,311-20|311-29|311-28|311-85|311-60,"Rent Freeze Program Assistance. Get help with SCRIE or DRIE, including appeals, transfers, and rent and account updates."
KA-02345,informational,311-35|311-110,"Parking Ticket or Camera Violation Copy. Get a copy of a parking ticket or bus lane, red light, or speed camera Notice of Liability (NOL)."
KA-02346,informational,311-61|311-60,Rent Regulated Apartments. Recorded information about rent controlled and stabilized apartments for tenants and landlords.
KA-02347,informational,311-20|311-29|311-28|311-85|311-61|311-60,Rent Freeze Program Renewal. Renew the Senior Citizen Rent Increase Exemption (SCRIE) or Disability Rent Increase Exemption (DRIE).
KA-02348,informational,311-35|311-110,"Parking Ticket or Camera Violation Assistance. Get help with a parking or camera violation payment, dispute, or status."
KA-02349,submittable,311-67|311-66|311-58|311-68,"Rabid Animal. Report an animal that may have rabies, dead or alive."
KA-02350,unclear,311-62,Raccoon Control. Learn how to humanely keep raccoons off your property and about the City's efforts to vaccinate them against rabies.
KA-02351,informational,311-63,"Building Plan Exam. Information on how to schedule a plan examination appointment, register as a plan examiner, or request consultation."
KA-02352,submittable,311-93|311-28,Access-A-Ride. Get information or make a complaint about paratransit transportation for people with disabilities.
KA-02353,informational,311-29,Older Adult Centers. Find older adult centers (also known as senior centers) with programs and services for New Yorkers ages 60 and older.
KA-02355,informational,311-92|311-36|311-80,"Sheltered Bike Parking. Find free, sheltered bike parking."
KA-02356,submittable,311-51|311-81,Trash or Debris in Street. Report a stray trash bag or loose debris in the driving or biking lane of a City street.
KA-02363,submittable,311-107|311-51|311-50,Department of Sanitation Worker or Vehicle Complaint. Report a problem with a Department of Sanitation employee's behavior or operation of a Sanitation vehicle.
KA-02376,informational,311-91|311-45|311-89,"NYC Ferry. Get information about NYC Ferry, including routes, fares, and rules. Make a complaint or report a lost item."
KA-02377,informational,311-45,Snow Removal Employment. Register for a snow shoveling job with the Department of Sanitation.
KA-02378,submittable,311-50,Mattress or Box Spring Disposal. Learn how to get rid of a mattress or box spring.
KA-02379,submittable,311-68,Crime Victim Support. Get help for a victim of crime.
KA-02380,informational,311-111,"Public Garages and Parking Lots. Find a City-owned parking facility. Report problems with maintenance, cleanliness, lighting, or other conditions in City-owned parking facilities."
KA-02381,informational,311-64,Building Registration. Register a building with 3 or more units or a 1- or 2-family home that you don't live in with the Department of Housing Preservation and Development (HPD).
KA-02384,submittable,311-98|311-99|311-68,"Jail System Complaint. Report a problem with the New York City jail system, including threats to incarcerated people."
KA-02385,unclear,311-50,Electronics Disposal. Learn how to get rid of electronics.
KA-02386,informational,311-56|311-28,"People with Disabilities Services. Learn about resources, referrals, and information about programs for people with disabilities."
KA-02387,informational,311-70|311-115,Driver License. Learn about driver licenses and scheduling a road test.
KA-02388,informational,311-70,"Non-Driver ID Card. Apply for, renew, replace, or update a non-driver photo ID card, also known as a New York State ID."
KA-02416,informational,311-99,City Jail System Facilities. Get information about a Department of Corrections facility.
KA-02417,submittable,311-107,City Worker Conflict of Interest. Report a City employee's potential ethics violation.
KA-02418,submittable,311-107|311-68,"City Worker or Contractor Corruption or Criminal Misconduct. Report illegal activity, assault, or suspected wrongdoing by a City employee or contractor."
KA-02419,submittable,311-107,NYC311 Feedback. Give feedback on the service provided by NYC311 and its employees.
KA-02420,submittable,311-107|311-68,"Police Officer Complaint. Report unnecessary use of force, abuse of authority, discourtesy, or offensive language by a police officer. Report NYPD criminal activity or misconduct."
KA-02421,unclear,311-50,Tire Disposal. Learn how to get rid of rubber tires.
KA-02423,unclear,311-50,"Medical Waste Disposal. Learn how to get rid of medical waste, including syringes and lancets."
KA-02424,informational,311-50|311-33|311-31,Donate Goods. Learn how to donate goods.
KA-02425,informational,311-62|311-61|311-60,"Electric Service and Billing. Request to start, stop, or reconnect electric service. Get billing or meter information."
KA-02438,informational,311-24|311-55|311-28,"Health Insurance for People with Disabilities. Learn about insurance coverage, financial assistance programs, and benefits for people with disabilities."
KA-02439,informational,311-24|311-55|311-29,"Health Insurance for Seniors. Get help with understanding Medicare, Medicaid, and comparing plan choices."
KA-02440,informational,311-44|311-28,Employment Programs for People with Disabilities. Learn about job programs for people with disabilities.
KA-02441,informational,311-44|311-43|311-103,Learning Disabilities. Get health information and treatment referrals for adults and children with learning disabilities.
KA-02442,submittable,311-25|311-40|311-28|311-103,Students with Disabilities. Request educational support for students who are blind or have limited vision and students who are deaf or hard of hearing.
KA-02443,informational,311-51|311-62|311-61|311-80,Sidewalk Cleaning. Learn about sidewalk cleaning rules and enforcement for property owners.
KA-02445,informational,311-63,"DOB NOW. Learn about DOB NOW services for submitting job filings, inspection requests, compliance filings, and license applications or renewals online."
KA-02446,informational,311-62|311-61|311-60,"Gas Service and Billing. Request to start, stop, or reconnect gas service. Get billing or meter information."
KA-02447,submittable,311-63|311-95,Asbestos Handler Certification. Learn how to become certified to handle or investigate asbestos.
KA-02448,informational,311-63|311-64|311-33|311-62|311-95|311-61,Certified Asbestos Investigator. Find a certified asbestos investigator.
KA-02459,submittable,311-62|311-61,Water and Sewer Bill. General information about Department of Environmental Protection (DEP) water and sewer bills and accounts.
KA-02460,informational,311-38|311-36|311-81,Parade or Sound Permit. Apply for a parade or sound permit.
KA-02461,submittable,311-62|311-61,Water and Sewer Bill Dispute. Fight a Department of Environmental Protection (DEP) water or sewer charge or dispute a bill.
KA-02462,informational,311-62|311-61,Water and Sewer Bill Payment. Pay a Department of Environmental Protection (DEP) water and sewer bill.
KA-02463,submittable,311-79|311-36|311-80|311-81,Street Light Complaint. Report a problem with a street light.
KA-02464,informational,311-62|311-61,Water and Sewer Lien Sale. Learn about lien sales of water and sewer debt. Get info on multi-family homeowner Water Debt Assistance Program (WDAP).
KA-02465,informational,311-62|311-61,Water and Sewer Rate. Learn about NYC Water Board water and sewer bill rate increases.
KA-02466,submittable,311-51,Donation Collection Bin Complaint. Report an illegally-placed donation collection bin.
KA-02467,unclear,311-50,Flammable Liquid Disposal. Learn how to get rid of flammable liquids.
KA-02473,submittable,311-50,Trash and Recycling Collection Request for Residence or Non-Profit. Request trash and recycling services at a new residential or institutional address.
KA-02474,informational,311-50,Vehicle Disposal. Learn about how to get rid of a motor vehicle.
KA-02475,unclear,311-36|311-80|311-81,Loose Syringes. Report loose syringes or needles on public property.
KA-02476,submittable,311-50,Propane Tank Storage and Disposal. Learn how to store or get rid of a propane tank.
